sample,ratio,condition,amino_acid,batch,ratio_sample_is,ratio_adj,concentration_sample_uM,cell_line,dox_conc,timepoint,replicate
1,4.41E+00,4.11,Arg,1,0.05,8.82E+01,362.4198,TM,0,16,1
2,3.43E+00,4.11,Arg,1,0.05,6.85E+01,281.6994,TM,100,16,1
3,3.86E+00,4.11,Arg,1,0.05,7.72E+01,317.292,TM,1000,16,1
4,3.68E+00,4.11,Arg,1,0.05,7.36E+01,302.6604,TM,0,18,1
5,2.52E+00,4.11,Arg,1,0.05,5.03E+01,206.733,TM,100,18,1
6,2.63E+00,4.11,Arg,1,0.05,5.27E+01,216.4326,TM,1000,18,1
7,1.68E+00,4.11,Arg,1,0.05,3.37E+01,138.4248,TM,0,20,1
8,3.00E+00,4.11,Arg,1,0.05,6.00E+01,246.4356,TM,100,20,1
9,2.64E+00,4.11,Arg,1,0.05,5.27E+01,216.6792,TM,1000,20,1
10,2.78E+00,4.11,Arg,1,0.05,5.56E+01,228.5982,TM,0,22,1
11,2.13E+00,4.11,Arg,1,0.05,4.25E+01,174.7572,TM,100,22,1
12,1.31E+00,4.11,Arg,1,0.05,2.62E+01,107.5176,TM,1000,22,1
13,1.67E+00,4.11,Arg,1,0.05,3.34E+01,137.4384,TM,0,24,1
14,4.22E+00,4.11,Arg,1,0.05,8.43E+01,346.6374,TM,100,24,1
15,1.23E+00,4.11,Arg,1,0.05,2.45E+01,100.695,TM,1000,24,1
16,1.55E+00,4.11,Arg,1,0.05,3.10E+01,127.5744,T,0,16,1
17,1.66E+00,4.11,Arg,1,0.05,3.33E+01,136.6986,T,100,16,1
18,1.43E+00,4.11,Arg,1,0.05,2.85E+01,117.2172,T,1000,16,1
19,1.90E+00,4.11,Arg,1,0.05,3.81E+01,156.5088,T,0,18,1
20,1.36E+00,4.11,Arg,1,0.05,2.71E+01,111.4632,T,100,18,1
21,1.69E+00,4.11,Arg,1,0.05,3.38E+01,139.0824,T,1000,18,1
22,1.81E+00,4.11,Arg,1,0.05,3.62E+01,148.6998,T,0,20,1
23,1.38E+00,4.11,Arg,1,0.05,2.75E+01,113.1894,T,100,20,1
24,1.62E+00,4.11,Arg,1,0.05,3.24E+01,133.164,T,1000,20,1
25,1.66E+00,4.11,Arg,1,0.05,3.32E+01,136.452,T,0,22,1
26,1.69E+00,4.11,Arg,1,0.05,3.38E+01,138.918,T,100,22,1
27,1.51E+00,4.11,Arg,1,0.05,3.02E+01,124.122,T,1000,22,1
28,1.52E+00,4.11,Arg,1,0.05,3.04E+01,124.8618,T,0,24,1
29,1.88E+00,4.11,Arg,1,0.05,3.76E+01,154.3716,T,100,24,1
30,1.73E+00,4.11,Arg,1,0.05,3.46E+01,142.206,T,1000,24,1
M0,1.51E+00,2.01,Cys,1,0.05,3.02E+01,60.7824,,,,
M0,1.59E+00,2.01,Cys,1,0.05,3.18E+01,63.9984,,,,
1,1.85E+00,2.01,Cys,1,0.05,3.69E+01,74.169,TM,0,16,1
2,3.08E+00,2.01,Cys,1,0.05,6.15E+01,123.6954,TM,100,16,1
3,1.85E+00,2.01,Cys,1,0.05,3.69E+01,74.2092,TM,1000,16,1
4,2.12E+00,2.01,Cys,1,0.05,4.23E+01,85.0632,TM,0,18,1
5,1.38E+00,2.01,Cys,1,0.05,2.75E+01,55.275,TM,100,18,1
6,1.36E+00,2.01,Cys,1,0.05,2.71E+01,54.5112,TM,1000,18,1
7,1.86E+00,2.01,Cys,1,0.05,3.72E+01,74.8524,TM,0,20,1
8,3.95E+00,2.01,Cys,1,0.05,7.90E+01,158.7096,TM,100,20,1
9,1.49E+00,2.01,Cys,1,0.05,2.97E+01,59.7372,TM,1000,20,1
10,1.97E+00,2.01,Cys,1,0.05,3.95E+01,79.3548,TM,0,22,1
11,2.21E+00,2.01,Cys,1,0.05,4.42E+01,88.8822,TM,100,22,1
12,2.27E+00,2.01,Cys,1,0.05,4.55E+01,91.3746,TM,1000,22,1
13,1.70E+00,2.01,Cys,1,0.05,3.39E+01,68.1792,TM,0,24,1
14,2.21E+00,2.01,Cys,1,0.05,4.42E+01,88.842,TM,100,24,1
15,2.38E+00,2.01,Cys,1,0.05,4.75E+01,95.5152,TM,1000,24,1
16,1.65E+00,2.01,Cys,1,0.05,3.30E+01,66.33,T,0,16,1
17,1.84E+00,2.01,Cys,1,0.05,3.67E+01,73.8072,T,100,16,1
18,1.51E+00,2.01,Cys,1,0.05,3.03E+01,60.8628,T,1000,16,1
19,1.92E+00,2.01,Cys,1,0.05,3.83E+01,77.0634,T,0,18,1
20,2.81E+00,2.01,Cys,1,0.05,5.62E+01,113.0424,T,100,18,1
21,1.45E+00,2.01,Cys,1,0.05,2.90E+01,58.29,T,1000,18,1
22,1.67E+00,2.01,Cys,1,0.05,3.34E+01,67.2144,T,0,20,1
23,1.83E+00,2.01,Cys,1,0.05,3.65E+01,73.4052,T,100,20,1
24,2.53E+00,2.01,Cys,1,0.05,5.07E+01,101.8668,T,1000,20,1
25,1.18E+00,2.01,Cys,1,0.05,2.37E+01,47.5566,T,0,22,1
26,1.39E+00,2.01,Cys,1,0.05,2.78E+01,55.9584,T,100,22,1
27,2.04E+00,2.01,Cys,1,0.05,4.09E+01,82.1286,T,1000,22,1
28,1.92E+00,2.01,Cys,1,0.05,3.84E+01,77.184,T,0,24,1
29,1.03E+00,2.01,Cys,1,0.05,2.07E+01,41.5266,T,100,24,1
30,1.32E+00,2.01,Cys,1,0.05,2.65E+01,53.1846,T,1000,24,1
M0,5.88E+00,4.02,Lys,1,0.05,1.18E+02,473.0736,,,,
M0,5.38E+00,4.02,Lys,1,0.05,1.08E+02,432.3912,,,,
1,4.52E+00,4.02,Lys,1,0.05,9.04E+01,363.4884,TM,0,16,1
2,5.89E+00,4.02,Lys,1,0.05,1.18E+02,473.3148,TM,100,16,1
3,7.57E+00,4.02,Lys,1,0.05,1.51E+02,608.8692,TM,1000,16,1
4,5.93E+00,4.02,Lys,1,0.05,1.19E+02,476.4504,TM,0,18,1
5,4.84E+00,4.02,Lys,1,0.05,9.68E+01,389.2164,TM,100,18,1
6,6.37E+00,4.02,Lys,1,0.05,1.27E+02,511.9872,TM,1000,18,1
7,5.52E+00,4.02,Lys,1,0.05,1.10E+02,443.9688,TM,0,20,1
8,6.64E+00,4.02,Lys,1,0.05,1.33E+02,533.7756,TM,100,20,1
9,4.53E+00,4.02,Lys,1,0.05,9.05E+01,363.8904,TM,1000,20,1
10,5.13E+00,4.02,Lys,1,0.05,1.03E+02,412.05,TM,0,22,1
11,4.67E+00,4.02,Lys,1,0.05,9.35E+01,375.7896,TM,100,22,1
12,5.28E+00,4.02,Lys,1,0.05,1.06E+02,424.6728,TM,1000,22,1
13,6.17E+00,4.02,Lys,1,0.05,1.23E+02,496.2288,TM,0,24,1
14,5.47E+00,4.02,Lys,1,0.05,1.09E+02,439.386,TM,100,24,1
15,4.31E+00,4.02,Lys,1,0.05,8.63E+01,346.8456,TM,1000,24,1
16,4.35E+00,4.02,Lys,1,0.05,8.71E+01,350.0616,T,0,16,1
17,5.81E+00,4.02,Lys,1,0.05,1.16E+02,467.124,T,100,16,1
18,5.97E+00,4.02,Lys,1,0.05,1.19E+02,479.988,T,1000,16,1
19,5.03E+00,4.02,Lys,1,0.05,1.01E+02,404.3316,T,0,18,1
20,4.54E+00,4.02,Lys,1,0.05,9.09E+01,365.2572,T,100,18,1
21,6.36E+00,4.02,Lys,1,0.05,1.27E+02,511.4244,T,1000,18,1
22,5.09E+00,4.02,Lys,1,0.05,1.02E+02,409.3164,T,0,20,1
23,5.41E+00,4.02,Lys,1,0.05,1.08E+02,434.8032,T,100,20,1
24,5.39E+00,4.02,Lys,1,0.05,1.08E+02,433.356,T,1000,20,1
25,5.85E+00,4.02,Lys,1,0.05,1.17E+02,470.34,T,0,22,1
26,5.85E+00,4.02,Lys,1,0.05,1.17E+02,470.2596,T,100,22,1
27,4.18E+00,4.02,Lys,1,0.05,8.37E+01,336.3936,T,1000,22,1
28,4.84E+00,4.02,Lys,1,0.05,9.69E+01,389.3772,T,0,24,1
29,5.74E+00,4.02,Lys,1,0.05,1.15E+02,461.5764,T,100,24,1
30,4.77E+00,4.02,Lys,1,0.05,9.53E+01,383.1864,T,1000,24,1
M0,4.52E+00,5.13,Val,1,0.05,9.05E+01,464.0598,,,,
M0,4.72E+00,5.13,Val,1,0.05,9.44E+01,484.272,,,,
1,4.37E+00,5.13,Val,1,0.05,8.73E+01,447.849,TM,0,16,1
2,4.22E+00,5.13,Val,1,0.05,8.44E+01,432.972,TM,100,16,1
3,4.63E+00,5.13,Val,1,0.05,9.26E+01,474.9354,TM,1000,16,1
4,4.38E+00,5.13,Val,1,0.05,8.75E+01,448.9776,TM,0,18,1
5,4.13E+00,5.13,Val,1,0.05,8.25E+01,423.4302,TM,100,18,1
6,4.40E+00,5.13,Val,1,0.05,8.79E+01,450.927,TM,1000,18,1
7,4.26E+00,5.13,Val,1,0.05,8.52E+01,437.1786,TM,0,20,1
8,4.54E+00,5.13,Val,1,0.05,9.07E+01,465.291,TM,100,20,1
9,3.96E+00,5.13,Val,1,0.05,7.91E+01,405.8856,TM,1000,20,1
10,4.37E+00,5.13,Val,1,0.05,8.73E+01,447.9516,TM,0,22,1
11,4.29E+00,5.13,Val,1,0.05,8.58E+01,440.2566,TM,100,22,1
12,4.08E+00,5.13,Val,1,0.05,8.15E+01,418.095,TM,1000,22,1
13,4.29E+00,5.13,Val,1,0.05,8.57E+01,439.641,TM,0,24,1
14,4.36E+00,5.13,Val,1,0.05,8.71E+01,446.9256,TM,100,24,1
15,4.33E+00,5.13,Val,1,0.05,8.66E+01,444.1554,TM,1000,24,1
16,3.95E+00,5.13,Val,1,0.05,7.90E+01,405.0648,T,0,16,1
17,4.25E+00,5.13,Val,1,0.05,8.49E+01,435.537,T,100,16,1
18,4.13E+00,5.13,Val,1,0.05,8.26E+01,423.6354,T,1000,16,1
19,4.22E+00,5.13,Val,1,0.05,8.45E+01,433.3824,T,0,18,1
20,4.48E+00,5.13,Val,1,0.05,8.96E+01,459.4428,T,100,18,1
21,3.78E+00,5.13,Val,1,0.05,7.56E+01,387.9306,T,1000,18,1
22,3.99E+00,5.13,Val,1,0.05,7.98E+01,409.4766,T,0,20,1
23,3.68E+00,5.13,Val,1,0.05,7.36E+01,377.3628,T,100,20,1
24,4.60E+00,5.13,Val,1,0.05,9.20E+01,472.1652,T,1000,20,1
25,3.72E+00,5.13,Val,1,0.05,7.43E+01,381.159,T,0,22,1
26,3.91E+00,5.13,Val,1,0.05,7.82E+01,401.0634,T,100,22,1
27,4.05E+00,5.13,Val,1,0.05,8.09E+01,415.017,T,1000,22,1
28,3.89E+00,5.13,Val,1,0.05,7.78E+01,399.3192,T,0,24,1
29,3.86E+00,5.13,Val,1,0.05,7.71E+01,395.6256,T,100,24,1
30,4.20E+00,5.13,Val,1,0.05,8.40E+01,431.1252,T,1000,24,1
M0,2.64E+00,4.74,Met,1,0.05,5.27E+01,249.8928,,,,
M0,2.67E+00,4.74,Met,1,0.05,5.34E+01,253.116,,,,
1,2.49E+00,4.74,Met,1,0.05,4.98E+01,235.9572,TM,0,16,1
2,2.51E+00,4.74,Met,1,0.05,5.02E+01,238.0428,TM,100,16,1
3,2.31E+00,4.74,Met,1,0.05,4.61E+01,218.6088,TM,1000,16,1
4,2.44E+00,4.74,Met,1,0.05,4.89E+01,231.5964,TM,0,18,1
5,2.24E+00,4.74,Met,1,0.05,4.48E+01,212.2572,TM,100,18,1
6,2.50E+00,4.74,Met,1,0.05,4.99E+01,236.6208,TM,1000,18,1
7,2.72E+00,4.74,Met,1,0.05,5.44E+01,257.6664,TM,0,20,1
8,2.44E+00,4.74,Met,1,0.05,4.89E+01,231.5964,TM,100,20,1
9,2.24E+00,4.74,Met,1,0.05,4.48E+01,212.352,TM,1000,20,1
10,2.47E+00,4.74,Met,1,0.05,4.94E+01,234.3456,TM,0,22,1
11,2.42E+00,4.74,Met,1,0.05,4.84E+01,229.416,TM,100,22,1
12,2.18E+00,4.74,Met,1,0.05,4.37E+01,206.9484,TM,1000,22,1
13,2.39E+00,4.74,Met,1,0.05,4.78E+01,226.6668,TM,0,24,1
14,2.39E+00,4.74,Met,1,0.05,4.77E+01,226.1928,TM,100,24,1
15,2.43E+00,4.74,Met,1,0.05,4.86E+01,230.5536,TM,1000,24,1
16,2.18E+00,4.74,Met,1,0.05,4.36E+01,206.7588,T,0,16,1
17,2.31E+00,4.74,Met,1,0.05,4.62E+01,219.0828,T,100,16,1
18,2.21E+00,4.74,Met,1,0.05,4.41E+01,209.1288,T,1000,16,1
19,2.46E+00,4.74,Met,1,0.05,4.92E+01,233.1132,T,0,18,1
20,2.23E+00,4.74,Met,1,0.05,4.46E+01,211.5936,T,100,18,1
21,2.30E+00,4.74,Met,1,0.05,4.61E+01,218.4192,T,1000,18,1
22,2.14E+00,4.74,Met,1,0.05,4.28E+01,202.6824,T,0,20,1
23,2.10E+00,4.74,Met,1,0.05,4.20E+01,198.9852,T,100,20,1
24,2.58E+00,4.74,Met,1,0.05,5.15E+01,244.2996,T,1000,20,1
25,2.10E+00,4.74,Met,1,0.05,4.20E+01,199.1748,T,0,22,1
26,2.37E+00,4.74,Met,1,0.05,4.74E+01,224.4864,T,100,22,1
27,2.17E+00,4.74,Met,1,0.05,4.33E+01,205.3368,T,1000,22,1
28,2.13E+00,4.74,Met,1,0.05,4.27E+01,202.3032,T,0,24,1
29,2.25E+00,4.74,Met,1,0.05,4.50E+01,213.1104,T,100,24,1
30,1.99E+00,4.74,Met,1,0.05,3.99E+01,188.9364,T,1000,24,1
M0,2.12E+00,4.77,Tyr,1,0.05,4.23E+01,201.771,,,,
M0,2.12E+00,4.77,Tyr,1,0.05,4.24E+01,202.3434,,,,
1,2.11E+00,4.77,Tyr,1,0.05,4.23E+01,201.5802,TM,0,16,1
2,2.08E+00,4.77,Tyr,1,0.05,4.16E+01,198.5274,TM,100,16,1
3,2.11E+00,4.77,Tyr,1,0.05,4.22E+01,201.294,TM,1000,16,1
4,2.16E+00,4.77,Tyr,1,0.05,4.31E+01,205.7778,TM,0,18,1
5,2.01E+00,4.77,Tyr,1,0.05,4.01E+01,191.277,TM,100,18,1
6,2.01E+00,4.77,Tyr,1,0.05,4.02E+01,191.5632,TM,1000,18,1
7,2.21E+00,4.77,Tyr,1,0.05,4.41E+01,210.5478,TM,0,20,1
8,2.01E+00,4.77,Tyr,1,0.05,4.03E+01,192.1356,TM,100,20,1
9,2.02E+00,4.77,Tyr,1,0.05,4.04E+01,192.708,TM,1000,20,1
10,2.01E+00,4.77,Tyr,1,0.05,4.01E+01,191.4678,TM,0,22,1
11,1.86E+00,4.77,Tyr,1,0.05,3.72E+01,177.2532,TM,100,22,1
12,1.85E+00,4.77,Tyr,1,0.05,3.71E+01,176.7762,TM,1000,22,1
13,2.03E+00,4.77,Tyr,1,0.05,4.06E+01,193.662,TM,0,24,1
14,1.96E+00,4.77,Tyr,1,0.05,3.92E+01,186.984,TM,100,24,1
15,2.09E+00,4.77,Tyr,1,0.05,4.18E+01,199.4814,TM,1000,24,1
16,2.05E+00,4.77,Tyr,1,0.05,4.11E+01,195.9516,T,0,16,1
17,2.07E+00,4.77,Tyr,1,0.05,4.14E+01,197.6688,T,100,16,1
18,2.07E+00,4.77,Tyr,1,0.05,4.15E+01,197.7642,T,1000,16,1
19,2.00E+00,4.77,Tyr,1,0.05,4.00E+01,190.8,T,0,18,1
20,2.05E+00,4.77,Tyr,1,0.05,4.10E+01,195.3792,T,100,18,1
21,2.05E+00,4.77,Tyr,1,0.05,4.09E+01,195.2838,T,1000,18,1
22,2.17E+00,4.77,Tyr,1,0.05,4.34E+01,206.9226,T,0,20,1
23,2.10E+00,4.77,Tyr,1,0.05,4.19E+01,200.0538,T,100,20,1
24,2.18E+00,4.77,Tyr,1,0.05,4.36E+01,208.0674,T,1000,20,1
25,1.98E+00,4.77,Tyr,1,0.05,3.95E+01,188.5104,T,0,22,1
26,1.93E+00,4.77,Tyr,1,0.05,3.86E+01,184.122,T,100,22,1
27,2.00E+00,4.77,Tyr,1,0.05,4.00E+01,190.8954,T,1000,22,1
28,2.02E+00,4.77,Tyr,1,0.05,4.05E+01,192.9942,T,0,24,1
29,1.73E+00,4.77,Tyr,1,0.05,3.45E+01,164.565,T,100,24,1
30,2.10E+00,4.77,Tyr,1,0.05,4.20E+01,200.4354,T,1000,24,1
M0,4.27E+00,4.33,Ile,1,0.05,8.53E+01,369.349,,,,
M0,3.84E+00,4.33,Ile,1,0.05,7.68E+01,332.7172,,,,
1,3.72E+00,4.33,Ile,1,0.05,7.45E+01,322.4118,TM,0,16,1
2,3.86E+00,4.33,Ile,1,0.05,7.72E+01,334.1028,TM,100,16,1
3,3.68E+00,4.33,Ile,1,0.05,7.35E+01,318.3416,TM,1000,16,1
4,3.82E+00,4.33,Ile,1,0.05,7.63E+01,330.379,TM,0,18,1
5,3.71E+00,4.33,Ile,1,0.05,7.43E+01,321.5458,TM,100,18,1
6,3.84E+00,4.33,Ile,1,0.05,7.67E+01,332.2842,TM,1000,18,1
7,4.21E+00,4.33,Ile,1,0.05,8.41E+01,364.153,TM,0,20,1
8,3.89E+00,4.33,Ile,1,0.05,7.77E+01,336.6142,TM,100,20,1
9,3.57E+00,4.33,Ile,1,0.05,7.14E+01,309.2486,TM,1000,20,1
10,3.72E+00,4.33,Ile,1,0.05,7.43E+01,321.8922,TM,0,22,1
11,3.36E+00,4.33,Ile,1,0.05,6.71E+01,290.6296,TM,100,22,1
12,3.79E+00,4.33,Ile,1,0.05,7.57E+01,327.781,TM,1000,22,1
13,3.80E+00,4.33,Ile,1,0.05,7.59E+01,328.7336,TM,0,24,1
14,3.85E+00,4.33,Ile,1,0.05,7.69E+01,332.977,TM,100,24,1
15,3.68E+00,4.33,Ile,1,0.05,7.36E+01,318.6014,TM,1000,24,1
16,3.66E+00,4.33,Ile,1,0.05,7.31E+01,316.6096,T,0,16,1
17,3.93E+00,4.33,Ile,1,0.05,7.86E+01,340.1648,T,100,16,1
18,3.72E+00,4.33,Ile,1,0.05,7.43E+01,321.8056,T,1000,16,1
19,3.75E+00,4.33,Ile,1,0.05,7.50E+01,324.9232,T,0,18,1
20,3.98E+00,4.33,Ile,1,0.05,7.95E+01,344.235,T,100,18,1
21,3.90E+00,4.33,Ile,1,0.05,7.81E+01,338.0864,T,1000,18,1
22,3.65E+00,4.33,Ile,1,0.05,7.30E+01,316.09,T,0,20,1
23,3.57E+00,4.33,Ile,1,0.05,7.13E+01,308.8156,T,100,20,1
24,3.88E+00,4.33,Ile,1,0.05,7.76E+01,335.9214,T,1000,20,1
25,3.65E+00,4.33,Ile,1,0.05,7.29E+01,315.657,T,0,22,1
26,3.66E+00,4.33,Ile,1,0.05,7.33E+01,317.3024,T,100,22,1
27,3.67E+00,4.33,Ile,1,0.05,7.34E+01,317.7354,T,1000,22,1
28,3.76E+00,4.33,Ile,1,0.05,7.52E+01,325.5294,T,0,24,1
29,3.37E+00,4.33,Ile,1,0.05,6.74E+01,292.0152,T,100,24,1
30,3.67E+00,4.33,Ile,1,0.05,7.34E+01,317.9952,T,1000,24,1
M0,4.29E+00,4.29,Leu,1,0.05,8.58E+01,368.1678,,,,
M0,4.04E+00,4.29,Leu,1,0.05,8.07E+01,346.2888,,,,
1,4.17E+00,4.29,Leu,1,0.05,8.33E+01,357.5286,TM,0,16,1
2,3.89E+00,4.29,Leu,1,0.05,7.78E+01,333.8478,TM,100,16,1
3,3.89E+00,4.29,Leu,1,0.05,7.78E+01,333.5904,TM,1000,16,1
4,3.92E+00,4.29,Leu,1,0.05,7.83E+01,336.0786,TM,0,18,1
5,3.59E+00,4.29,Leu,1,0.05,7.17E+01,307.7646,TM,100,18,1
6,3.74E+00,4.29,Leu,1,0.05,7.47E+01,320.5488,TM,1000,18,1
7,3.97E+00,4.29,Leu,1,0.05,7.95E+01,340.9692,TM,0,20,1
8,3.86E+00,4.29,Leu,1,0.05,7.71E+01,330.9306,TM,100,20,1
9,3.43E+00,4.29,Leu,1,0.05,6.85E+01,293.865,TM,1000,20,1
10,3.67E+00,4.29,Leu,1,0.05,7.35E+01,315.2292,TM,0,22,1
11,3.82E+00,4.29,Leu,1,0.05,7.65E+01,328.0992,TM,100,22,1
12,3.54E+00,4.29,Leu,1,0.05,7.08E+01,303.5604,TM,1000,22,1
13,3.76E+00,4.29,Leu,1,0.05,7.52E+01,322.5222,TM,0,24,1
14,3.49E+00,4.29,Leu,1,0.05,6.98E+01,299.5278,TM,100,24,1
15,3.65E+00,4.29,Leu,1,0.05,7.30E+01,312.9984,TM,1000,24,1
16,3.25E+00,4.29,Leu,1,0.05,6.51E+01,279.1932,T,0,16,1
17,3.70E+00,4.29,Leu,1,0.05,7.41E+01,317.7174,T,100,16,1
18,3.61E+00,4.29,Leu,1,0.05,7.23E+01,309.9954,T,1000,16,1
19,3.42E+00,4.29,Leu,1,0.05,6.84E+01,293.6076,T,0,18,1
20,3.76E+00,4.29,Leu,1,0.05,7.52E+01,322.5222,T,100,18,1
21,3.84E+00,4.29,Leu,1,0.05,7.67E+01,329.2146,T,1000,18,1
22,3.55E+00,4.29,Leu,1,0.05,7.09E+01,304.2468,T,0,20,1
23,3.12E+00,4.29,Leu,1,0.05,6.25E+01,268.0392,T,100,20,1
24,3.79E+00,4.29,Leu,1,0.05,7.58E+01,325.182,T,1000,20,1
25,2.86E+00,4.29,Leu,1,0.05,5.72E+01,245.4738,T,0,22,1
26,3.29E+00,4.29,Leu,1,0.05,6.59E+01,282.6252,T,100,22,1
27,3.27E+00,4.29,Leu,1,0.05,6.54E+01,280.4802,T,1000,22,1
28,3.30E+00,4.29,Leu,1,0.05,6.60E+01,283.3116,T,0,24,1
29,2.85E+00,4.29,Leu,1,0.05,5.71E+01,244.8732,T,100,24,1
30,3.13E+00,4.29,Leu,1,0.05,6.27E+01,268.8114,T,1000,24,1
M0,2.03E+00,4.64,Phe,1,0.05,4.07E+01,188.7552,,,,
M0,2.13E+00,4.64,Phe,1,0.05,4.27E+01,197.9424,,,,
1,2.10E+00,4.64,Phe,1,0.05,4.20E+01,195.0656,TM,0,16,1
2,2.12E+00,4.64,Phe,1,0.05,4.23E+01,196.4576,TM,100,16,1
3,1.98E+00,4.64,Phe,1,0.05,3.96E+01,183.8368,TM,1000,16,1
4,2.12E+00,4.64,Phe,1,0.05,4.24E+01,196.6432,TM,0,18,1
5,1.98E+00,4.64,Phe,1,0.05,3.95E+01,183.28,TM,100,18,1
6,2.06E+00,4.64,Phe,1,0.05,4.12E+01,191.0752,TM,1000,18,1
7,2.17E+00,4.64,Phe,1,0.05,4.35E+01,201.6544,TM,0,20,1
8,2.21E+00,4.64,Phe,1,0.05,4.42E+01,204.9952,TM,100,20,1
9,2.02E+00,4.64,Phe,1,0.05,4.05E+01,187.8272,TM,1000,20,1
10,1.94E+00,4.64,Phe,1,0.05,3.88E+01,180.2176,TM,0,22,1
11,2.02E+00,4.64,Phe,1,0.05,4.04E+01,187.3632,TM,100,22,1
12,1.98E+00,4.64,Phe,1,0.05,3.96E+01,183.9296,TM,1000,22,1
13,2.03E+00,4.64,Phe,1,0.05,4.06E+01,188.384,TM,0,24,1
14,1.98E+00,4.64,Phe,1,0.05,3.95E+01,183.4656,TM,100,24,1
15,2.09E+00,4.64,Phe,1,0.05,4.18E+01,193.8592,TM,1000,24,1
16,2.04E+00,4.64,Phe,1,0.05,4.09E+01,189.5904,T,0,16,1
17,1.98E+00,4.64,Phe,1,0.05,3.96E+01,183.744,T,100,16,1
18,1.89E+00,4.64,Phe,1,0.05,3.77E+01,175.1136,T,1000,16,1
19,2.01E+00,4.64,Phe,1,0.05,4.02E+01,186.3424,T,0,18,1
20,2.02E+00,4.64,Phe,1,0.05,4.05E+01,187.7344,T,100,18,1
21,2.14E+00,4.64,Phe,1,0.05,4.28E+01,198.4064,T,1000,18,1
22,1.89E+00,4.64,Phe,1,0.05,3.79E+01,175.7632,T,0,20,1
23,1.95E+00,4.64,Phe,1,0.05,3.90E+01,180.7744,T,100,20,1
24,2.04E+00,4.64,Phe,1,0.05,4.08E+01,189.4976,T,1000,20,1
25,1.90E+00,4.64,Phe,1,0.05,3.81E+01,176.5984,T,0,22,1
26,1.88E+00,4.64,Phe,1,0.05,3.75E+01,174.1856,T,100,22,1
27,1.98E+00,4.64,Phe,1,0.05,3.96E+01,183.6512,T,1000,22,1
28,1.99E+00,4.64,Phe,1,0.05,3.97E+01,184.3008,T,0,24,1
29,2.09E+00,4.64,Phe,1,0.05,4.17E+01,193.6736,T,100,24,1
30,1.99E+00,4.64,Phe,1,0.05,3.97E+01,184.208,T,1000,24,1
M0,4.91E-01,4.01,Trp,1,0.05,9.81E+00,39.3381,,,,
M0,4.71E-01,4.01,Trp,1,0.05,9.41E+00,37.7341,,,,
1,5.10E-01,4.01,Trp,1,0.05,1.02E+01,40.87794,TM,0,16,1
2,4.61E-01,4.01,Trp,1,0.05,9.22E+00,36.95616,TM,100,16,1
3,4.76E-01,4.01,Trp,1,0.05,9.51E+00,38.14312,TM,1000,16,1
4,4.69E-01,4.01,Trp,1,0.05,9.38E+00,37.59776,TM,0,18,1
5,5.13E-01,4.01,Trp,1,0.05,1.03E+01,41.12656,TM,100,18,1
6,4.53E-01,4.01,Trp,1,0.05,9.06E+00,36.3306,TM,1000,18,1
7,5.06E-01,4.01,Trp,1,0.05,1.01E+01,40.59724,TM,0,20,1
8,4.80E-01,4.01,Trp,1,0.05,9.61E+00,38.52808,TM,100,20,1
9,4.48E-01,4.01,Trp,1,0.05,8.95E+00,35.8895,TM,1000,20,1
10,4.58E-01,4.01,Trp,1,0.05,9.16E+00,36.7316,TM,0,22,1
11,4.92E-01,4.01,Trp,1,0.05,9.84E+00,39.46642,TM,100,22,1
12,4.80E-01,4.01,Trp,1,0.05,9.61E+00,38.52808,TM,1000,22,1
13,5.21E-01,4.01,Trp,1,0.05,1.04E+01,41.81628,TM,0,24,1
14,4.57E-01,4.01,Trp,1,0.05,9.14E+00,36.66744,TM,100,24,1
15,4.79E-01,4.01,Trp,1,0.05,9.58E+00,38.43184,TM,1000,24,1
16,4.98E-01,4.01,Trp,1,0.05,9.97E+00,39.96366,T,0,16,1
17,4.23E-01,4.01,Trp,1,0.05,8.45E+00,33.90054,T,100,16,1
18,4.76E-01,4.01,Trp,1,0.05,9.52E+00,38.18322,T,1000,16,1
19,4.73E-01,4.01,Trp,1,0.05,9.46E+00,37.9346,T,0,18,1
20,4.74E-01,4.01,Trp,1,0.05,9.49E+00,38.04688,T,100,18,1
21,4.70E-01,4.01,Trp,1,0.05,9.40E+00,37.67796,T,1000,18,1
22,4.48E-01,4.01,Trp,1,0.05,8.96E+00,35.92158,T,0,20,1
23,4.01E-01,4.01,Trp,1,0.05,8.01E+00,32.1201,T,100,20,1
24,5.22E-01,4.01,Trp,1,0.05,1.04E+01,41.87242,T,1000,20,1
25,4.29E-01,4.01,Trp,1,0.05,8.57E+00,34.38174,T,0,22,1
26,4.43E-01,4.01,Trp,1,0.05,8.86E+00,35.54464,T,100,22,1
27,4.38E-01,4.01,Trp,1,0.05,8.76E+00,35.13562,T,1000,22,1
28,4.48E-01,4.01,Trp,1,0.05,8.96E+00,35.92158,T,0,24,1
29,4.43E-01,4.01,Trp,1,0.05,8.85E+00,35.49652,T,100,24,1
30,4.49E-01,4.01,Trp,1,0.05,8.99E+00,36.04188,T,1000,24,1
M0,6.23E-01,3.71,Asn,2,0.05,1.25E+01,46.21176,,,,
M0,6.42E-01,3.71,Asn,2,0.05,1.28E+01,47.62156,,,,
31,5.63E-01,3.71,Asn,2,0.05,1.13E+01,41.76718,M,0,16,1
